CONM,year,mcap,revt,PERMNO,GVKEY,TIC,SIC,CIK
ITERIS INC,2020,8.368492451896373,117.138,67029,8087.0,ITI,8711,350868.0
UNITIL CORP,2020,8.822403404517614,418.6,67360,10999.0,UTL,4931,755001.0
BIG LOTS INC,2020,9.202251842828222,6199.186,67467,12123.0,BIG,5331,768835.0
ROYAL GOLD INC,2020,9.843337773698371,498.819,67847,9273.0,RGLD,6795,85535.0
NEONODE INC,2020,7.890190395835687,5.984,68145,178153.0,NEON,3663,87050.0
SEI INVESTMENTS CO,2020,9.91597823408503,1684.058,68196,9317.0,SEIC,6282,350894.0
SELECTIVE INS GROUP INC,2020,9.60341546536602,2895.77,68292,17115.0,SIGI,6331,230557.0
REX AMERICAN RESOURCES CORP,2020,8.643681844535786,372.846,68830,1864.0,REX,2860,744187.0
MORGAN STANLEY,2020,11.093366830795407,52047.0,69032,12124.0,MS,6211,895421.0
SEACOAST BANKING CORP/FL,2020,9.211362554259043,348.605,69586,17184.0,SBCF,6020,730708.0
RAYMOND JAMES FINANCIAL CORP,2020,10.117280725379532,8168.0,69649,8898.0,RJF,6211,720005.0
HARLEY-DAVIDSON INC,2020,9.75014872263649,4054.377,70033,12389.0,HOG,3751,793952.0
KB HOME,2020,9.482163686549493,4183.174,70092,12689.0,KBH,1531,795266.0
TOLL BROTHERS INC,2020,9.734536442510938,7223.129,70228,12395.0,TOL,1531,794170.0
CITIGROUP INC,2020,11.108475901690774,88839.0,70519,3243.0,C,6199,831001.0
ECOLAB INC,2020,10.79069941285602,11790.2,70578,4213.0,ECL,2842,31462.0
MCEWEN MINING INC,2020,8.613228463127964,104.789,70704,9728.0,MUX,1040,314203.0
UNUM GROUP,2020,9.669503417873075,13162.8,71175,12726.0,UNM,6321,5513.0
SONOCO PRODUCTS CO,2020,9.774495597184444,5237.443,71176,9815.0,SON,2650,91767.0
AMERICAN STATES WATER CO,2020,9.467318635836389,488.243,71475,9849.0,AWR,4941,1056903.0
TRUIST FINANCIAL CORP,2020,10.810335336403256,24433.0,71563,11856.0,TFC,6020,92230.0
THE SHYFT GROUP INC,2020,9.001328089648815,675.973,71985,9919.0,SHYF,3711,743238.0
INTELLIGENT SYSTEM CORP,2020,8.554055484946305,35.873,72119,6013.0,INS,7372,320340.0
STAAR SURGICAL CO,2020,9.565801856555872,163.46,72304,9969.0,STAA,3851,718937.0
NATIONAL HEALTHCARE CORP,2020,9.008596420633577,951.749,72338,7741.0,NHC,8051,1047335.0
STATE STREET CORP,2020,10.409538165716162,12078.0,72726,10035.0,STT,6020,93751.0
STEWART INFORMATION SERVICES,2020,9.11130649215209,2284.932,72980,10086.0,STC,6361,94344.0
STIFEL FINANCIAL CORP,2020,9.715995242296788,3817.839,72996,11770.0,SF,6211,720672.0
STRYKER CORP,2020,10.96418334083604,14351.0,73139,10115.0,SYK,3842,310764.0
STURM RUGER & CO INC,2020,9.056319576763435,569.682,73219,10124.0,RGR,3480,95029.0
TSR INC,2020,7.137797043058186,68.821,74500,10305.0,TSRI,7371,98338.0
TAYLOR DEVICES INC,2020,7.562523157939372,22.51,74740,10349.0,TAYD,3569,96536.0
SUNLINK HEALTH SYSTEMS INC,2020,6.942589865902551,47.813,74908,10380.0,SSY,5912,96793.0
VOXX INTERNATIONAL CORP,2020,8.44164945771051,563.605,75033,13354.0,VOXX,3651,807707.0
BAKER HUGHES CO,2020,10.155314305493611,20705.0,75034,32106.0,BKR,1389,1701605.0
INCOME OPPORTUNITY RLTY INVS,2020,7.684385699518386,5.373,75069,12956.0,IOR,6162,949961.0
WORLD FUEL SERVICES CORP,2020,9.296384852643456,20358.3,75070,12471.0,INT,5172,789460.0
VIACOMCBS INC,2020,9.29372486814382,25285.0,75104,13714.0,VIAC,4888,813828.0
MBIA INC,2020,8.55004020774469,256.0,75175,13561.0,MBI,6351,814585.0
POLARIS INC,2020,9.769286912507964,7025.0,75182,14311.0,PII,3790,931015.0
SCHWAB (CHARLES) CORP,2020,10.97920282511538,12109.0,75186,13988.0,SCHW,6282,316709.0
VECTOR GROUP LTD,2020,9.25184824896538,1541.137,75233,13963.0,VGR,6531,59440.0
PIONEER NATURAL RESOURCES CO,2020,10.272434954042929,7024.0,75241,14359.0,PXD,1311,1038357.0
MANPOWERGROUP,2020,9.715027251432282,18001.0,75285,14370.0,MAN,7363,871763.0
US CELLULAR CORP,2020,9.211518515550384,4037.0,75320,14369.0,USM,4812,821130.0
MERITAGE HOMES CORP,2020,9.49346165360285,4501.217,75342,14790.0,MTH,1531,833079.0
TENNANT CO,2020,9.112688906763122,1001.0,75460,10441.0,TNC,3580,97134.0
MIDDLEBY CORP,2020,9.855691807006908,2513.257,75470,13570.0,MIDD,3580,769520.0
ADOBE INC,2020,11.37940973592056,12868.0,75510,12540.0,ADBE,7370,796343.0
MARTEN TRANSPORT LTD,2020,9.153817043430672,874.374,75517,12625.0,MRTN,4213,799167.0
NORTHEAST BANK,2020,8.273994727194575,96.868,75556,16689.0,NBN,6020,811831.0
ODP CORP,2020,9.188628787459663,9710.0,75573,14624.0,ODP,5940,800240.0
MERCER INTL INC,2020,8.829398342221014,1423.14,75578,14563.0,MERC,2611,1333274.0
IDEX CORP,2020,10.178419634507568,2351.646,75591,15267.0,IEX,3561,832101.0
CIRRUS LOGIC INC,2020,9.678636633071452,1369.23,75603,16401.0,CRUS,3674,772406.0
FIRST MERCHANTS CORP,2020,9.304753700272489,558.434,75605,16845.0,FRME,6020,712534.0
NORTONLIFELOCK INC,2020,10.086283644468772,2556.0,75607,15855.0,NLOK,7372,849399.0
TREDEGAR CORP,2020,8.747735349381657,755.29,75649,15459.0,TG,3081,850429.0
COGNEX CORP,2020,10.149628577847375,811.02,75654,16188.0,CGNX,3823,851205.0
WESTWATER RESOURCES INC,2020,7.97551433959698,0.0,75672,15240.0,WWR,1090,839470.0
BIO-TECHNE CORP,2020,10.090251891704206,738.691,75694,15414.0,TECH,2836,842023.0
CLEARONE INC,2020,7.629628933783659,29.069,75714,18549.0,CLRO,3663,840715.0
ISSUER DIRECT CORP,2020,7.816389929247437,18.526,75754,183139.0,ISDR,7370,843006.0
EOG RESOURCES INC,2020,10.463789415460786,11017.977,75825,16478.0,EOG,1311,821189.0
ELECTRONIC ARTS INC,2020,10.61654695790886,5629.0,75828,16721.0,EA,7372,712515.0
DIGI INTERNATIONAL INC,2020,8.748911067970317,279.271,75831,16710.0,DGII,3576,854775.0
LATTICE SEMICONDUCTOR CORP,2020,9.79534696875515,408.12,75854,16597.0,LSCC,3674,855658.0
IMMUNOGEN INC,2020,9.099589871672563,132.299,75860,17101.0,IMGN,2836,855654.0
G-III APPAREL GROUP LTD,2020,9.059958026266113,2055.146,75905,19402.0,GIII,2300,821002.0
GREAT SOUTHERN BANCORP,2020,8.827706302114166,252.753,75906,19428.0,GSBC,6020,854560.0
PTC INC,2020,10.144704353168205,1458.415,75912,18699.0,PTC,7372,857005.0
NEOGEN CORP,2020,9.625543862081784,468.459,75976,16453.0,NEOG,2834,711377.0
HALLMARK FINANCIAL SERVICES,2020,7.810135160580348,478.745,75985,27932.0,HALL,6331,819913.0
BIOLIFE SOLUTIONS INC,2020,9.11989093025315,48.087,76038,17199.0,BLFS,2836,834365.0
PERMA-PIPE INTERNATIONAL HOL,2020,7.696573481705562,84.694,76052,19431.0,PPIH,3490,914122.0
CISCO SYSTEMS INC,2020,11.276672584603023,49301.0,76076,20779.0,CSCO,3576,858877.0
THOR INDUSTRIES INC,2020,9.711679396098504,8167.933,76081,10549.0,THO,3790,730263.0
CABOT OIL & GAS CORP,2020,9.812169903378376,1466.624,76082,20548.0,COG,1311,858470.0
HOLOGIC INC,2020,10.273011640575955,3776.4,76095,20904.0,HOLX,3844,859737.0
ST JOE CO,2020,9.397867623121629,160.555,76123,12544.0,JOE,7011,745308.0
TETRA TECHNOLOGIES INC/DE,2020,8.035546543688369,377.715,76127,21237.0,TTI,1389,844965.0
VICOR CORP,2020,9.464099699775606,296.576,76128,21238.0,VICR,3679,751978.0
GRANITE CONSTRUCTION INC,2020,9.096371887687257,3562.459,76135,21429.0,GVA,1600,861459.0
KEMPER CORP/DE,2020,9.701161702970673,5111.4,76136,21503.0,KMPR,6331,860748.0
TYLER TECHNOLOGIES INC,2020,10.245600051822828,1116.663,76185,10789.0,TYL,7373,860731.0
BENCHMARK ELECTRONICS INC,2020,8.99351988475294,2053.131,76224,23084.0,BHE,3672,863436.0
TRIMBLE INC,2020,10.22390890839216,3147.7,76230,22815.0,TRMB,3829,864749.0
EXPONENT INC,2020,9.668750544848407,399.9,76261,23027.0,EXPO,8742,851520.0
PARK NATIONAL CORP,2020,9.233791116450847,483.384,76266,19318.0,PRK,6020,805676.0
MATRIX SERVICE CO,2020,8.465476631082883,1100.938,76279,23195.0,MTRX,1623,866273.0
AUTONATION INC,2020,9.787609111694367,20390.0,76282,9063.0,AN,5500,350698.0
GOOD TIMES RESTAURANTS INC,2020,7.556488845498824,109.858,76360,22543.0,GTIM,5812,825324.0
MERIT MEDICAL SYSTEMS INC,2020,9.489625635957626,963.875,76392,21777.0,MMSI,3841,856982.0
VERU INC,2020,8.793787277588958,42.592,76461,22817.0,VERU,3060,863894.0
ESCO TECHNOLOGIES INC,2020,9.42937147739808,732.915,76478,23224.0,ESE,3825,866706.0
CATHAY GENERAL BANCORP,2020,9.408131805732731,743.394,76504,23500.0,CATY,6020,861842.0
NORTHRIM BANCORP INC,2020,8.326789277519325,140.044,76529,23450.0,NRIM,6020,1163370.0
MUELLER INDUSTRIES,2020,9.30191479390796,2398.043,76573,15343.0,MLI,3350,89439.0
DORMAN PRODUCTS INC,2020,9.44605734221093,1092.748,76582,23753.0,DORM,3714,868780.0
QUIDEL CORP,2020,9.880664882513091,1661.668,76591,7526.0,QDEL,2835,353569.0
AUTOZONE INC,2020,10.431032731280862,12631.967,76605,23809.0,AZO,5531,866787.0
REGENERON PHARMACEUTICALS,2020,10.705656998501466,8497.1,76614,23812.0,REGN,2834,872589.0
UNITED STATES STEEL CORP,2020,9.56775253464683,9741.0,76644,23978.0,X,3312,1163302.0
IONIS PHARMACEUTICALS INC,2020,9.899617728182466,729.264,76661,24040.0,IONS,2834,874015.0
RADNET INC,2020,9.004585469211271,1071.84,76672,13071.0,RDNT,8071,790526.0
HANCOCK WHITNEY CORP,2020,9.469893640689598,1382.409,76684,24232.0,HWC,6020,750577.0
LIFETIME BRANDS INC,2020,8.519402675573508,769.169,76686,24099.0,LCUT,3420,874396.0
ADTALEM GLOBAL EDUCATION INC,2020,9.247602473356055,1052.001,76708,3905.0,ATGE,8200,730464.0
IDEXX LABS INC,2020,10.63056405767623,2706.655,76709,24197.0,IDXX,2835,874716.0
REGIS CORP/MN,2020,8.515569916621924,669.729,76711,9023.0,RGS,7200,716643.0
AES CORP (THE),2020,10.193975051896889,9660.0,76712,24216.0,AES,4991,874761.0
CORVEL CORP,2020,9.277843372254775,552.644,76721,24225.0,CRVL,6411,874866.0
DINE BRANDS GLOBAL INC,2020,8.978774696425106,689.268,76732,24291.0,DIN,6794,49754.0
VERTEX PHARMACEUTICALS INC,2020,10.788326800311452,6205.683,76744,24344.0,VRTX,2834,875320.0
MONRO INC,2020,9.249262726073196,1125.721,76750,24350.0,MNRO,7500,876427.0
PROGRESS SOFTWARE CORP,2020,9.298524627795372,442.15,76752,24352.0,PRGS,7372,876167.0
ZEBRA TECHNOLOGIES CP  -CL A,2020,10.312749476182915,4448.0,76795,24405.0,ZBRA,3577,877212.0
EZCORP INC  -CL A,2020,8.401560631510733,822.811,76798,24430.0,EZPW,5900,876523.0
MGIC INVESTMENT CORP/WI,2020,9.628296047521012,1199.146,76804,24379.0,MTG,6351,876437.0
HAEMONETICS CORP,2020,9.780300656663412,870.463,76837,24021.0,HAE,3841,313143.0
PROASSURANCE CORP,2020,8.98168413167995,886.861,76838,24440.0,PRA,6331,1127703.0
NATIONAL BEVERAGE CORP,2020,9.59771278765577,1072.21,76839,24463.0,FIZZ,2086,69891.0
BIOGEN INC,2020,10.571902812160497,13444.6,76841,24468.0,BIIB,2836,875045.0
FIRSTCASH INC,2020,9.458532324551014,1631.284,76856,24157.0,FCFS,5900,840489.0
AAON INC,2020,9.541548261920482,514.551,76868,21542.0,AAON,3585,824142.0
ADDVANTAGE TECHNOLOGIES GP,2020,7.567935549112778,50.182,76869,24428.0,AEY,5065,874292.0
BOK FINANCIAL CORP,2020,9.678410041376932,2112.949,76892,24447.0,BOKF,6020,875357.0
TRANSENTERIX INC,2020,7.795488976315492,3.175,76908,18666.0,TRXC,3841,876378.0
STERLING CONSTRUCTION CO INC,2020,8.719749003303953,1427.412,76927,5559.0,STRL,1600,874238.0
INSIGNIA SYSTEMS INC,2020,7.011831554947926,17.482,76934,24204.0,ISIG,7310,875355.0
TRANSCAT INC,2020,8.411768754489689,173.335,76946,10685.0,TRNS,5084,99302.0
IMEDIA BRANDS INC,2020,7.793938801460993,454.171,77007,24234.0,IMBI,5961,870826.0
OLD DOMINION FREIGHT,2020,10.358836391097146,4015.129,77037,24617.0,ODFL,4213,878927.0
ATN INTERNATIONAL INC,2020,8.822102982641914,455.444,77090,24708.0,ATNI,4812,879585.0
WORLD ACCEPTANCE CORP/DE,2020,8.83986787007118,524.433,77114,24725.0,WRLD,6141,108385.0
WABASH NATIONAL CORP,2020,8.960151241891532,1481.889,77117,24720.0,WNC,3715,879526.0
HORACE MANN EDUCATORS CORP,2020,9.240799399733817,1299.778,77120,24678.0,HMN,6331,850141.0
O-I GLASS INC,2020,9.271905561559988,6103.0,77157,8215.0,OI,3221,812074.0
SANFILIPPO JOHN B&SON,2020,8.84458449970052,880.092,77165,24755.0,JBSS,2060,880117.0
AMERICAN SUPERCONDUCTOR CP,2020,8.816356985936732,87.125,77175,24795.0,AMSC,3621,880807.0
QUALCOMM INC,2020,11.238192282632363,21731.0,77178,24800.0,QCOM,3674,804328.0
TETRA TECH INC,2020,9.797576738453596,2994.891,77191,24783.0,TTEK,8711,831641.0
JANONE INC,2020,6.95175994885405,33.867,77202,24660.0,JAN,4953,862861.0
WISDOMTREE INVESTMENTS INC,2020,8.900711477765102,253.699,77217,24750.0,WETF,6282,880631.0
WIRELESS TELECOM GROUP INC,2020,7.584332920827038,41.748,77235,24610.0,WTT,3663,878828.0
PANHANDLE OIL & GAS INC,2020,7.711762532357651,24.968,77236,19433.0,PHX,1311,315131.0
ALLIED HEALTHCARE PRODS INC,2020,7.291106329366102,31.894,77259,24837.0,AHPI,3842,874710.0
GILEAD SCIENCES INC,2020,10.863668016786349,24689.0,77274,24856.0,GILD,2836,882095.0
SCOTTS MIRACLE-GRO CO,2020,10.044927922183511,4131.6,77300,20185.0,SMG,2870,825542.0
ROPER TECHNOLOGIES INC,2020,10.6552274990921,5527.1,77338,24925.0,ROP,3823,882835.0
SCHOLASTIC CORP,2020,8.91175668161252,1300.3,77354,9466.0,SCHL,2731,866729.0
SYNOPSYS INC,2020,10.598484250181391,3685.281,77357,24975.0,SNPS,7372,883241.0
CALLAWAY GOLF CO,2020,9.354350846163731,1589.46,77366,24978.0,ELY,3949,837465.0
FIRST FINANCIAL CORP/IN,2020,8.7216186838703,202.961,77379,18276.0,THFF,6020,714562.0
LINEAGE CELL THERAPEUTICS IN,2020,8.421577868419156,1.826,77393,24996.0,LCTX,2836,876343.0
N B T BANCORP INC,2020,9.14628029124411,494.558,77415,19094.0,NBTB,6020,790359.0
MICROBOT MEDICAL INC,2020,7.68996664104089,0.0,77437,29293.0,MBOT,3845,883975.0
ICU MEDICAL INC,2020,9.654824190817973,1273.049,77447,25110.0,ICUI,3841,883984.0
JACK IN THE BOX INC,2020,9.327933090523498,1021.506,77453,13092.0,JACK,5812,807882.0
MACY'S INC,2020,9.543183354602164,18097.0,77462,4611.0,M,5311,794367.0
NORTHERN TECH INTL,2020,7.982943868328732,47.639,77488,19209.0,NTIC,2890,875582.0
MOHAWK INDUSTRIES INC,2020,10.001538974160043,9552.197,77496,25119.0,MHK,2273,851968.0
ASURE SOFTWARE INC,2020,8.129325679607739,65.507,77505,25138.0,ASUR,7370,884144.0
KOPIN CORP,2020,8.317282762119083,40.128,77515,25166.0,KOPN,3674,771266.0
TRUSTCO BANK CORP/NY,2020,8.808351511651532,195.458,77519,17245.0,TRST,6035,357301.0
AGCO CORP,2020,9.887698357323908,9149.7,77520,25180.0,AGCO,3523,880266.0
RENASANT CORP,2020,9.277108398396672,733.664,77526,25173.0,RNST,6020,715072.0
S & T BANCORP INC,2020,8.98952203981722,380.183,77528,19570.0,STBA,6020,719220.0
BUCKLE INC,2020,9.159180125768042,901.278,77584,25234.0,BKE,5651,885245.0
ARCBEST CORP,2020,9.034751132501231,2940.163,77595,1743.0,ARCB,4213,894405.0
BOSTON SCIENTIFIC CORP,2020,10.711617953046543,9913.0,77605,25279.0,BSX,3845,885725.0
KOHL'S CORP,2020,9.807187174505584,15955.0,77606,25283.0,KSS,5311,885639.0
UNIVERSAL DISPLAY CORP,2020,10.03939470042435,428.867,77610,25274.0,OLED,3674,1005284.0
U S PHYSICAL THERAPY INC,2020,9.188988212713182,422.969,77629,25318.0,USPH,8000,885978.0
FRANKLIN COVEY CO,2020,8.494623086962237,198.456,77637,25331.0,FC,8200,886206.0
FIRST COMMONWLTH FINL CP/PA,2020,9.021889817447072,395.685,77643,18241.0,FCF,6020,712537.0
BED BATH & BEYOND INC,2020,9.354441910742215,9233.028,77659,25338.0,BBBY,5700,886158.0
CREDIT ACCEPTANCE CORP,2020,9.765051972459116,1669.3,77660,25339.0,CACC,6141,885550.0
D R HORTON INC,2020,10.400194093042446,20336.1,77661,25340.0,DHI,1531,882184.0
COLUMBIA BANKING SYSTEM INC,2020,9.409995339585963,622.309,77679,25376.0,COLB,6020,887343.0
FUELCELL ENERGY INC,2020,9.556457635617058,70.871,77699,25430.0,FCEL,3690,886128.0
STARBUCKS CORP,2020,11.100152846986571,23518.0,77702,25434.0,SBUX,5812,829224.0
TYSON FOODS INC  -CL A,2020,10.27867269852759,43185.0,77730,10793.0,TSN,2011,100493.0
CENTRAL GARDEN & PET CO,2020,8.641159638863453,2695.509,77780,25536.0,CENTA,5140,887733.0
ENCORE WIRE CORP,2020,9.095217309545408,1276.948,77785,25572.0,WIRE,3357,850460.0
STRATUS PROPERTIES INC,2020,8.321464828639103,61.015,77790,25462.0,STRS,7011,885508.0
FIRST UNITED CORP,2020,8.034995226410532,76.778,77889,18358.0,FUNC,6020,763907.0
CPI AEROSTRUCTURES INC,2020,7.660716398381176,87.585,77900,25726.0,CVU,3728,889348.0
CHEESECAKE FACTORY INC,2020,9.228051175992736,1983.225,77902,25737.0,CAKE,5812,887596.0
ASGN INC,2020,9.645298153441043,3950.6,77917,25749.0,ASGN,7363,890564.0
LITTELFUSE INC,2020,9.794896315976963,1445.695,77918,25747.0,LFUS,3613,889331.0
VERTEX ENERGY INC,2020,7.510894034641773,135.028,78003,183704.0,VTNR,5172,890447.0
MINERALS TECHNOLOGIES INC,2020,9.32463371713292,1594.8,78015,25870.0,MTX,1400,891014.0
CONSUMER PORTFOLIO SVCS INC,2020,7.982491581580421,271.161,78018,25852.0,CPSS,6159,889609.0
PATTERSON COS INC,2020,9.456276966294569,5912.066,78034,25880.0,PDCO,5047,891024.0
RADIAN GROUP INC,2020,9.58872305443009,1438.617,78038,25895.0,RDN,6351,890926.0
UNIFI INC,2020,8.515044131770887,606.509,78044,10839.0,UFI,2200,100726.0
NAVIDEA BIOPHARMACEUTICALS,2020,7.7587382155437155,0.915,78066,25924.0,NAVB,2835,810509.0
BIOLASE INC,2020,7.609553561214666,22.78,78071,23291.0,BIOL,3843,811240.0
KADANT INC,2020,9.210232829861647,635.028,78077,25922.0,KAI,3550,886346.0
LIGAND PHARMACEUTICAL INC,2020,9.203890831872886,186.419,78081,25937.0,LGND,2834,886163.0
GULF RESOURCES INC,2020,7.614766908141402,28.207,78091,25935.0,GURE,2810,885462.0
SM ENERGY CO,2020,8.845833707032101,1126.582,78170,26013.0,SM,1311,893538.0
PERMA-FIX ENVIRONMENTAL SVCS,2020,7.860693563140667,105.426,78189,25979.0,PESI,4955,891532.0
UNIVERSAL INSURANCE HLDGS,2020,8.675280303428888,1072.77,78211,26016.0,UVE,6331,891166.0
ULTRALIFE CORP,2020,8.014888525088827,107.712,78213,26045.0,ULBI,3690,875657.0
OPPENHEIMER HOLDINGS INC,2020,8.59055587283124,1198.667,78451,13453.0,OPY,6211,791963.0
3D SYSTEMS CORP,2020,9.114280020490764,557.24,78664,14898.0,DDD,3559,910638.0
UNITED FIRE GROUP INC,2020,8.798568128559534,1068.627,78693,17252.0,UFCS,6331,101199.0
UNITED-GUARDIAN INC,2020,7.819889470134523,10.986,78749,10902.0,UG,2834,101295.0
ORTHOFIX MEDICAL INC,2020,8.921605080550588,406.562,78756,28380.0,OFIX,3841,884624.0
UMB FINANCIAL CORP,2020,9.520081665739776,1368.655,78829,10916.0,UMBF,6020,101382.0
MATCH GROUP INC,2020,10.196217827482172,2391.269,78840,26061.0,MTCH,7370,891103.0
VAALCO ENERGY INC,2020,8.007308654143804,67.176,78841,27199.0,EGY,1311,894627.0
CREE INC,2020,10.070128940622975,903.9,78875,27794.0,CREE,3674,895419.0
CRYOLIFE INC,2020,8.962565254424845,253.227,78876,27823.0,CRY,3842,784199.0
NATHAN'S FAMOUS INC,2020,8.356466241851534,75.839,78900,7696.0,NATH,2013,69733.0
PEOPLES BANCORP INC/OH,2020,8.722999489003472,220.776,78903,17106.0,PEBO,6020,318300.0
ROCKY BRANDS INC,2020,8.308460597303196,277.309,78908,27776.0,RCKY,3140,895456.0
UNIVERSAL ELECTRONICS INC,2020,8.858888364903637,614.68,78915,27828.0,UEIC,3651,101984.0
ALAMO GROUP INC,2020,9.214501587147137,1163.466,78950,27960.0,ALG,3523,897077.0
AVID TECHNOLOGY INC,2020,8.848155480967304,360.466,78955,27925.0,AVID,3861,896841.0
U S ANTIMONY CORP,2020,7.596995803787069,5.236,78960,10930.0,UAMY,3330,101538.0
CHICOS FAS INC,2020,8.280277879419657,1324.051,78963,27981.0,CHS,5621,897429.0
INTUIT INC,2020,10.999148255299586,7649.0,78975,27928.0,INTU,7372,896878.0
LANDSTAR SYSTEM INC,2020,9.71341146909915,4136.38,78981,21440.0,LSTR,4213,853816.0
MICROCHIP TECHNOLOGY INC,2020,10.570393740873389,5438.4,78987,27965.0,MCHP,3674,827054.0
SHOE CARNIVAL INC,2020,8.742406730949984,976.765,79007,27938.0,SCVL,5661,895447.0
STOCK YARDS BANCORP INC,2020,8.963113278724407,199.77,79013,22717.0,SYBT,6020,835324.0
UNITED BANCORP INC/OH,2020,7.895671448102089,34.543,79019,27886.0,UBCP,6020,731653.0
BRICKELL BIOTECH INC,2020,7.621140492564946,1.822,79022,35632.0,BBI,2834,819050.0
CHURCHILL DOWNS INC,2020,9.886163730923355,1054.0,79026,3028.0,CHDN,7990,20212.0
SAGA COMMUNICATIONS  -CL A,2020,8.082486214279232,95.813,79033,27790.0,SGA,4832,886136.0
ETHAN ALLEN INTERIORS INC,2020,8.704426051919565,589.837,79037,23252.0,ETH,2510,896156.0
U S ENERGY CORP/WY,2020,7.08672420036186,2.33,79039,10938.0,USEG,1311,101594.0
NEW CONCEPT ENERGY INC,2020,6.99766282925549,0.101,79066,11372.0,GBR,1311,105744.0
BANCFIRST CORP/OK,2020,9.2834513962469,464.336,79072,28022.0,BANF,6020,760498.0
FOSSIL GROUP INC,2020,8.649607015686135,1613.343,79089,28118.0,FOSL,3873,883569.0
JABIL INC,2020,9.80348180008136,27266.438,79094,28195.0,JBL,3672,898293.0
O'REILLY AUTOMOTIVE INC,2020,10.507695838702478,11604.493,79103,28180.0,ORLY,5531,898173.0
SANMINA CORP,2020,9.31607985568193,6960.37,79108,28139.0,SANM,3672,897723.0
TRICO BANCSHARES,2020,9.020679659590522,322.378,79116,28155.0,TCBK,6020,356171.0
APTARGROUP INC,2020,9.947423652608643,2929.34,79133,28176.0,ATR,3089,896622.0
ANIKA THERAPEUTICS INC,2020,8.811930432295473,130.457,79150,28209.0,ANIK,2836,898437.0
GERMAN AMERICAN BANCORP INC,2020,8.942975416801888,228.843,79166,28278.0,GABC,6020,714395.0
TITAN INTERNATIONAL INC,2020,8.47464192632508,1259.313,79198,28295.0,TWI,3523,899751.0
REINSURANCE GROUP AMER INC,2020,9.896189801102668,14546.0,79210,28216.0,RGA,6311,898174.0
GENTHERM INC,2020,9.331853813230277,913.098,79248,28408.0,THRM,3714,903129.0
BARRETT BUSINESS SVCS INC,2020,8.712714386487873,880.824,79249,28410.0,BBSI,7363,902791.0
PAPA JOHNS INTERNATIONAL INC,2020,9.441136122531596,1813.234,79299,28397.0,PZZA,5812,901491.0
NORTECH SYSTEMS INC,2020,7.280400792298868,104.106,79322,3962.0,NSYS,3679,722313.0
ALLSTATE CORP,2020,10.524086945533298,44791.0,79323,28349.0,ALL,6331,899051.0
SCIENTIFIC GAMES CORP,2020,9.59566704011782,2724.0,79338,10991.0,SGMS,3570,750004.0
PREMIER FINANCIAL CORP,2020,8.933331865628801,318.63,79382,28620.0,PFC,6035,946647.0
TALOS ENERGY INC,2020,8.82591090663696,587.486,79444,17228.0,TALO,1311,1724965.0
FULL HOUSE RESORTS INC,2020,8.027746286080399,125.589,79490,28749.0,FLL,7990,891482.0
WINMARK CORP,2020,8.843771293251697,66.062,79491,28785.0,WINA,6794,908315.0
INNODATA INC,2020,8.13589557556402,58.24,79499,28717.0,INOD,7374,903651.0
MONARCH CASINO & RESORT INC,2020,9.052324392088028,184.413,79507,28704.0,MCRI,7990,907242.0
BORGWARNER INC,2020,9.975349728747302,10165.0,79545,28742.0,BWA,3714,908255.0
META FINANCIAL GROUP INC,2020,9.076490143766051,513.36,79571,28866.0,CASH,6035,907471.0
UNIVERSAL SECURITY INSTRUMNT,2020,7.064013358637865,17.52,79573,11027.0,UUU,3669,102109.0
FUEL TECH INC,2020,7.990731762354793,22.55,79586,28819.0,FTEK,3569,846913.0
MOVADO GROUP INC,2020,8.440346495303594,506.397,79611,7951.0,MOV,3873,72573.0
RAVE RESTAURANT GROUP INC,2020,7.214482240074696,10.028,79618,3369.0,RAVE,6794,718332.0
UNIVERSAL HEALTH SVCS INC,2020,10.0288578412678,11145.897,79637,11032.0,UHS,8062,352915.0
BELDEN INC,2020,9.271646246207911,1862.716,79668,28940.0,BDC,3670,913142.0
ACTIVISION BLIZZARD INC,2020,10.856651903503623,8086.0,79678,180405.0,ATVI,7372,718877.0
DECKERS OUTDOOR CORP,2020,9.906007824773646,2545.641,79686,29015.0,DECK,3100,910521.0
GARTNER INC,2020,10.155423632509178,4099.403,79698,12441.0,IT,8700,749251.0
PALATIN TECHNOLOGIES INC,2020,8.191359047762255,0.118,79702,29086.0,PTN,2836,911216.0
QCR HOLDINGS INC,2020,8.79640747935541,312.171,79731,28967.0,QCRH,6020,906465.0
RIVERVIEW BANCORP INC,2020,8.070166103150116,59.434,79734,29061.0,RVSB,6035,1041368.0
ATLANTIC UNION BANKSHRS CRP,2020,9.413858329989203,783.54,79747,19713.0,AUB,6020,883948.0
BOYD GAMING CORP,2020,9.680090353449456,2178.49,79758,29011.0,BYD,7990,906553.0
UTAH MEDICAL PRODUCTS INC,2020,8.487286745866658,42.198,79776,11051.0,UTMD,3845,706698.0
NVR INC,2020,10.181188212163784,7566.04,79785,12459.0,NVR,1531,906163.0
CENTURY CASINOS INC,2020,8.27644029572345,304.268,79791,29151.0,CNTY,7990,911147.0
FIRST FINL BANKSHARES INC,2020,9.708313972764923,504.063,79824,29101.0,FFIN,6020,36029.0
ITRON INC,2020,9.58867270888734,2173.35,79839,29133.0,ITRI,3824,780571.0
